deffault en laultre. Et par ainsi	deffault en l'aultre. Et par ainsi
personnages laborieux/ diligẽs/	personnages laborieux/ diligens/
industrieux/ sont requis poͬ len¬	industrieux/ sont requis pour l'en¬
tretenement de la chose publicq̃/	tretenement de la chose publicque/
lesquelz sans finesse/ sans frau¬	lesquelz sans finesse/ sans frau¬
de ou cautelle/ ayent a distribuer/	de ou cautelle/ ayent a distribuer/
cõmuer/ changer/ cõseruer/ ⁊ trãs¬	commuer/ changer/ conserver/ et trans¬
porter/ plusieͬs sortes de marchã¬	porter/ plusieurs sortes de marchan¬
dises dũg lieu en aultre/ selõ lexi¬	dises d'ung lieu en aultre/ selon l'exi¬
gence du tẽps/ ⁊ necessite du peu¬	gence du temps/ et necessite du peu¬
ple. Ausquelz loyaulx marchans	ple. Ausquelz loyaulx marchans
est bien licite cõme a bons ⁊ fide¬	est bien licite comme a bons et fide¬
les seruiteurs de la chose cõmu¬	les serviteurs de la chose commu¬
ne/ moderement gaigner ⁊ proffi¬	ne/ moderement gaigner et proffi¬
ter sur leur marchãdise pour len¬	ter sur leur marchandise pour l'en¬
tretenement de leur estat/ de leur	tretenement de leur estat/ de leur
personne ⁊ famille/ mais que ilz	personne et famille/ mais que ilz
marchandent en toute loyaulte/	marchandent en toute loyaulte/
sans circonuention ⁊ dõmage de	sans circonvention et dommage de
leur prochain/ sans tromperie ou	leur prochain/ sans tromperie ou
aucune deception: car si en eulx	aucune deception: car si en eulx
nest trouuee fidelite/ ⁊ entiere ue¬	n'est trouvee fidelite/ et entiere ve¬
rite/ ilz ne sont pas marchans/	rite/ ilz ne sont pas marchans/
mais plus tost affectez larrons/	mais plus tost affectez larrons/
si cauteleux galans.	si cauteleux galans.
Cest estat dont ie parle/ autãt	Cest estat dont je parle/ autant
que en la chose tẽporelle ⁊ ciuile	que en la chose temporelle et civile
est honnorable/ autant est il en la	est honnorable/ autant est il en la
chose spirituelle ⁊ diuine/ maul¬	chose spirituelle et divine/ maul¬
dict ⁊ detestable. Et toutesfoys	dict et detestable. Et toutesfoys
dieu a permis en sa fureur/ que au	dieu a permis en sa fureur/ que au
lieu de bõs pasteurs ⁊ ueritables	lieu de bons pasteurs et veritables
ministres de sa saincte parolle/	ministres de sa saincte parolle/
soyent en leglise suruenuz/ ie ne	soyent en l'eglise survenuz/ je ne
dis pas seulemẽt gros marchãs/	dis pas seulement gros marchans/
mais furieux larrons/ ⁊ insatia¬	mais furieux larrons/ et insatia¬
bles loupz rauissans.	bles loupz ravissans.
Ne seroit il pas iuge trõpeur ⁊	Ne seroit il pas juge trompeur et
larron/ celuy qui uendroit la cho¬	larron/ celuy qui vendroit la cho¬
se qui nest pas sienne? ou qui par	se qui n'est pas sienne? ou qui par
subtil moyen au lieu dor ⁊ dargẽt	subtil moyen au lieu d'or et d'argent
uẽdroit estain ou cuyure? ⁊ lache¬	vendroit estain ou cuyvre? et l'ache¬
teur seroit il pas trompe ⁊ deceu?	teur seroit il pas trompe et deceu?
Ainsi certes (lõg tẽps ya) au grãd	Ainsi certes (long temps y a) au grand
detriment des ames/ des corps/ ⁊	detriment des ames/ des corps/ et
biẽs du pouure peuple/ noꝰ en est	biens du pouvre peuple/ nous en est
prins/ quand au lieu de fideles	prins/ quand au lieu de fideles
seruiteurs de dieu/ qui debuoient	serviteurs de dieu/ qui debvoient
cõduire ⁊ enseigner le pouure mõ	conduire et enseigner le pouvre mon¬
de a la uoye de salut/ sont entrez	de a la voye de salut/ sont entrez
non par lhuys qui est Iesuchrist/	non par lhuys qui est Jesuchrist/
mais par uiolence ont mõte par	mais par violence ont monte par
autre lieu/ faulx imposteurs. Et	autre lieu/ faulx imposteurs. Et
(cõme sainct Pierre dit) maistres	(comme sainct Pierre dit) maistres
mẽsongiers/ introduisans sectes	mensongiers/ introduisans sectes
de perdition/ renonceãs le seigñr	de perdition/ renonceans le seigneur
qui les a racheptez/ blasphemãs	qui les a racheptez/ blasphemans
la uoye de uerite/ lesquelz en aua	la voye de verite/ lesquelz en ava¬
rice par fainctes parolles de noꝰ	rice par sainctes parolles de nous
ont marchande/ car telz ouuriers	ont marchande/ car telz ouvriers
diniquite/ nont riẽs oublie/ riẽs	d'iniquite/ n'ont riens oublie/ riens
obmis/ riens delaisse/ dequoy par	obmis/ riens delaisse/ dequoy par
cauteleuses inuẽtions ne ayent	cauteleuses inventions ne ayent
marchãde a leur plaisir ⁊ uouloir.	marchande a leur plaisir et vouloir.
Il nest esprit quil sceut cõprẽ¬	Il n'est esprit qu'il sceut compren¬
dre ne lãgue declarer/ toꝰ les mar¬	dre ne langue declarer/ tous les mar¬
chez de ces marchãs/ mais dune	chez de ces marchans/ mais d'une
si grãde abisme/ ⁊ ꝓdigieuse mul¬	si grande abisme/ et prodigieuse mul¬
titude/ aucũs pointz il noꝰ fault	titude/ aucuns pointz il nous fault
toucher/ laissãs le residu a pẽser/	toucher/ laissans le residu a penser/
a gens de plus subtil entẽdemẽt.	a gens de plus subtil entendement.
Ces marchãs dõt icy est que¬	Ces marchans dont icy est que¬
stion sõt cauteleux a merueilles/	stion sont cauteleux a merveilles/
⁊ tant ont multiplie leur marchã	et tant ont multiplie leur marchan¬
dise/ ⁊ ouuraige/ quilz nont laisse	dise/ et ouvraige/ qu'ilz n'ont laisse
uille ne uillage/ montaigne ne	ville ne village/ montaigne ne
ualle/ quilz ne ayent remply de	valle/ qu'ilz ne ayent remply de
leurs bouticques.	leurs bouticques.
Oncques ne furẽt plus fins	Oncques ne furent plus fins
regnardz/ car toutes choses ont	regnardz/ car toutes choses ont
mis soubz leur grippe/ et pour	mis soubz leur grippe/ et pour
mieulx demener leur practique/	mieulx demener leur practique/
donnẽt a entendre que tout leur	donnent a entendre que tout leur
cas est tres grand bien/ ⁊ ne plus	cas est tres grand bien/ et ne plus
ne moins q̃ la faulce royne Iesa¬	ne moins que la faulce royne Jesa¬
bel paingnoit ses yeulx ⁊ toute	bel paingnoit ses yeulx et toute
sa face de couleur rouge ⁊ aultres	sa face de couleur rouge et aultres
farderies/ poͬ sembler belle. Ainsi	farderies/ pour sembler belle. Ainsi
ses conuoiteux de gloire/ auari¬	ses convoiteux de gloire/ avari¬
cieux marchãs/ fardent leur ou¬	cieux marchans/ fardent leur ou¬
uraige attribuãs a eulx mesmes	vraige attribuans a eulx mesmes
ce que appartient au seul dieu/ cõ	ce que appartient au seul dieu/ com¬
me iustice/ uertu/ sapiẽce/ pardon/	me justice/ vertu/ sapience/ pardon/
misericorde/ remission de peche/	misericorde/ remission de peche/
ayãs tousiours en la bouche sire	ayans tousjours en la bouche sire
dieu/ graces a dieu/ au nom de	dieu/ graces a dieu/ au nom de
dieu/ de lautorite de dieu/ de saĩct	dieu/ de l'autorite de dieu/ de sainct
Pierre ⁊ sainct Paul ⁊c. Uoyla	Pierre et sainct Paul etc. Voyla
le fard/ ⁊ la paincture de leur ma	le fard/ et la paincture de leur ma¬
lice/ aultrement ilz scaiuent bien	lice/ aultrement ilz scaivent bien
que de eulx on ne tiendroit cõpte/	que de eulx on ne tiendroit compte/
⁊ q̃ leur cas tãtost seroit a ruine.	et que leur cas tantost seroit a ruine.
En marchandant font bonne	En marchandant font bonne
myne/ ⁊ se desguisẽt cõmunemẽt/	myne/ et se desguisent communement/
ayãs quasi tous la teste plumee/	ayans quasi tous la teste plumee/
tondue/ ou pelee: pourtant est il	tondue/ ou pelee: pourtant est il
escript/ que nul ne pourra ainsi q̃	escript/ que nul ne pourra ainsi que
eulx marchander sil na le nom	eulx marchander s'il n'a le nom
ou marcque de la beste.	ou marcque de la beste.
Ilz marchãdẽt/ ilz traficquẽt/	Ilz marchandent/ ilz traficquent/
ilz uendent/ ilz reuendẽt/ ilz chã¬	ilz vendent/ ilz revendent/ ilz chan¬
gent/ permutent et rechangent/	gent/ permutent et rechangent/
par ensemble a la grand sorte: ⁊ a	par ensemble a la grand sorte: et a
ainsi faire apprennent les ungz	ainsi faire apprennent les ungz
les aultres/ cest leur uocation et	les aultres/ c'est leur vocation et
mestier. Leur tẽps a marchãder	mestier. Leur temps a marchander
est tousiours prest/ toutesfoys si	est tousjours prest/ toutesfoys si
ont ilz aucunes grosses foyres/	ont ilz aucunes grosses foyres/
selon le temps ⁊ la saison/ ⁊ tous¬	selon le temps et la saison/ et tous¬
iours aux ioꝰs de grãdes festes/	jours aux jours de grandes festes/
tout a lopposite daultres mar¬	tout a l'opposite d'aultres mar¬
chans. Quand Pasques/ Pen¬	chans. Quand Pasques/ Pen¬
thecoste/ la Toussainctz/ Noel/ ⁊	thecoste/ la Toussainctz/ Noel/ et
iours semblables que eulx mes¬	jours semblables que eulx mes¬
mes ont ordonne suruiẽnent/ toꝰ	mes ont ordonne surviennent/ tous
marchãs cessent fors ceulx icy:	marchans cessent fors ceulx icy:
Car il nest mestier ne marchan	Car il n'est mestier ne marchan¬
dise quand il leur plaist quilz ne	dise quand il leur plaist qu'ilz ne
faicẽt cesser/ affin que eulx tous	faicent cesser/ affin que eulx tous
seulz puissent marchander ⁊ be¬	seulz puissent marchander et be¬
songner/ ⁊ que ung chascun leur	songner/ et que ung chascun leur
uiengne faire hommage/ pour¬	viengne faire hommage/ pour¬
tãt que cela sert beaucoup a leur	tant que cela sert beaucoup a leur
gaignage.	gaignage.
De tous aultres marchans	De tous aultres marchans
sont differẽs: car on nen uoit gue	sont differens: car on n'en voit gue¬
res qͥlz ne soient cõtens de q̃lque	res qu'ilz ne soient contens de quelque
train/ les ungz de draps/ les aul¬	train/ les ungz de draps/ les aul¬
tres de bestiail/ aucũs de soye ou	tres de bestiail/ aucuns de soye ou
de metaulx/ les aultres de pain	de metaulx/ les aultres de pain
ou de uin. Mais ceulx icy tout	ou de vin. Mais ceulx icy tout
en ung coup ont tout rauy/ pour	en ung coup ont tout ravy/ pour
toutes choses mettre en uẽte/ cest	toutes choses mettre en vente/ c'est
ung monde que de leur cas/ riẽs	ung monde que de leur cas/ riens
ne leͬ est eschappe/ dequoy a leur	ne leur est eschappe/ dequoy a leur
plaisir nayent marchande/ uoire	plaisir n'ayent marchande/ voire
dhommes/ de femmes/ de petis	d'hommes/ de femmes/ de petis
enfans/ nasquis ⁊ non point en¬	enfans/ nasquis et non point en¬
cores naiz/ des corps/ des ames/	cores naiz/ des corps/ des ames/
⁊ esperitz des uiuãs/ des mortz/	et esperitz des vivans/ des mortz/
des biens uisibles/ ⁊ inuisibles/	des biens visibles/ et invisibles/
du ciel/ de la terre/ ⁊ des enfers/	du ciel/ de la terre/ et des enfers/
des uiandes/ des temps ⁊ iours/	des viandes/ des temps et jours/
de mariage/ de uestemens/ rasu¬	de mariage/ de vestemens/ rasu¬
res/ oinctures/ acoustremens/ de	res/ oinctures/ acoustremens/ de
bulles/ de pardons/ indulgẽces/	bulles/ de pardons/ indulgences/
remissions/ dossemens/ aultres	remissions/ d'ossemens/ aultres
reliques et rogatons/ expectati¬	reliques et rogatons/ expectati¬
ues/ dispenses/ exemptions/ de	ves/ dispenses/ exemptions/ de
sacremẽs/ ⁊ sainctes oeuures de	sacremens/ et sainctes oeuvres de
dieu. De pain/ de uin/ dhuyle/ de	dieu. De pain/ de vin/ d'huyle/ de
laict/ de beurre/ de fourmage/	laict/ de beurre/ de fourmage/
deau/ de sel/ de feu/ de fumiga¬	d'eau/ de sel/ de feu/ de fumiga¬
tions/ ceremonies/ encensemẽs/	tions/ ceremonies/ encensemens/
chansons/ melodies/ de boys/ de	chansons/ melodies/ de boys/ de
pierre/ de cõfrairies/ inuẽtions/	pierre/ de confrairies/ inventions/
traditiõs/ loix impostures/ ⁊ sãs	traditions/ loix impostures/ et sans
nombre de telles choses/ par les¬	nombre de telles choses/ par les¬
quelles le pouure peuple est tant	quelles le pouvre peuple est tant
abysme/ tant ronge/ tant deuore/	abysme/ tant ronge/ tant devore/
⁊ de son dieu si eslonge/ quil nest	et de son dieu si eslonge/ qu'il n'est
possible de le croyre.	possible de le croyre.
Par telz marchãs/ parolle de	Par telz marchans/ parolle de
uerite est empeschee/ corrõpue/ ⁊	verite est empeschee/ corrompue/ et
blasphemee/ poͬ la leur tres faul¬	blasphemee/ pour la leur tres faul¬
ce ⁊ adulterine en toutes places	ce et adulterine en toutes places
exalter/ annoncer/ ⁊ publier/ non	exalter/ annoncer/ et publier/ non
pas sans cheremẽt la uendre/ car	pas sans cherement la vendre/ car
oncques parolle de procureur ou	oncques parolle de procureur ou
dauocat/ de orateur ou medecin/	d'avocat/ de orateur ou medecin/
ne fut si chere cõme la parolle de	ne fut si chere comme la parolle de
telz patriarches.	telz patriarches.
Besoing seroit q̃ le grand pa¬	Besoing seroit que le grand pa¬
steur/ nostre bon saulueur ⁊ redẽ¬	steur/ nostre bon saulveur et redem¬
pteur: qui de son sang nous a ra¬	pteur: qui de son sang nous a ra¬
cheptez/ non par or ⁊ argent ou	cheptez/ non par or et argent ou
choses corruptibles/ uint en puis	choses corruptibles/ vint en puis¬
sance dechasser ses gros matins/	sance dechasser ses gros matins/
brigãs/ marchãs/ fins chãgeurs	brigans/ marchans/ fins changeurs
⁊ abuseurs/ qui occupent le tẽple	et abuseurs/ qui occupent le temple
de dieu/ ce que par figure il a au¬	de dieu/ ce que par figure il a au¬
tresfoys faict en Hierusalem/ et	tresfoys faict en Hierusalem/ et
quãd son bon plaisir sera/ en uer¬	quand son bon plaisir sera/ en ver¬
tu de son esprit/ par le glaiue de sa	tu de son esprit/ par le glaive de sa
saincte parolle une telle oeuure	saincte parolle une telle oeuvre
parfera.	parfera.
Las quãd sera ce q̃ nous uer¬	Las quand sera ce que nous ver¬
rõs accõply ce que dieu a promis	rons accomply ce que dieu a promis
par son ꝓphete Zacharie: disãt/	par son prophete Zacharie: disant/
Il ny aura plus de marchand en	Il n'y aura plus de marchand en
la maison du seigneur dieu en ce	la maison du seigneur dieu en ce
tour la. O iour tres desirable tãt	tour la. O jour tres desirable tant
heureux seront ceulx qui te uer¬	heureux seront ceulx qui te ver¬
ront/ certes cest grãd merueilles	ront/ certes c'est grand merveilles
q̃ le monde peult soustenir ung si	que le monde peult soustenir ung si
horrible ⁊ oultrageux fardeau/	horrible et oultrageux fardeau/
car il ny a desolation sur la terre/	car il n'y a desolation sur la terre/
qui ne soit uenue par ces espou¬	qui ne soit venue par ces espou¬
uẽtables ⁊ fallacieux marchãs.	ventables et fallacieux marchans.
Et cõbien que leur cas soit si	Et combien que leur cas soit si
merueilleux que impossible est le	merveilleux que impossible est le
scauoir plainement escripre/ si	scavoir plainement escripre/ si
fault il aucunemẽt toucher leur	fault il aucunement toucher leur
habilite/ ⁊ gentilz tours de fines¬	habilite/ et gentilz tours de fines¬
se. En leur practique sont fins et	se. En leur practique sont fins et
habiles/ plus sans doubte quil	habiles/ plus sans doubte qu'il
ne semble.	ne semble.
Nest ce pas grãde habilite de	N'est ce pas grande habilite de
bien uendre/ en uendant estre biẽ	bien vendre/ en vendant estre bien
payez/ ⁊ que lachepteur finable¬	payez/ et que l'achepteur finable¬
ment nen aye riens fors que la	ment n'en aye riens fors que la
ueue? Maistre Gõnin a grand	veue? Maistre Gonnin a grand
peine le poͬroit faire/ mais ceulx	peine le pourroit faire/ mais ceulx
icy le ferõt bien/ Quil soit ainsi	icy le feront bien/ Qu'il soit ainsi
chascũ le uoit/ mais ung chascũ/	chascun le voit/ mais ung chascun/
pas ne sen apperceoit/ tãt ont en¬	pas ne s'en apperceoit/ tant ont en¬
dormy/ aueugle/ ⁊ abesti le pouure	dormy/ aveugle/ et abesti le pouvre
monde. Probation/	monde. Probation/
Entre bõs marchans/ on ne a	Entre bons marchans/ on ne a
point ueu/ qui iamais ayẽt uẽdu	point veu/ qui jamais ayent vendu
la seulle ueue de leur ouurage/	la seulle veue de leur ouvrage/
Mesmes ilz disent en leur com/	Mesmes ilz disent en leur com/
mun langage/ la ueue nen couste	mun langage/ la veue n'en couste
riẽ. Mais ceulx icy semblables	rien. Mais ceulx icy semblables
a basteleurs ou mommeurs/ ont	a basteleurs ou mommeurs/ ont
bien aprins de le faire: car sans	bien aprins de le faire: car sans
cesser ilz scaiuent bien cheremẽt	cesser ilz scaivent bien cherement
uendre ⁊ reuẽdre la seule ueue de	vendre et revendre la seule veue de
leur bagage. Ce que ie dis est	leur bagage. Ce que je dis est
mieulx ꝯgneu aux bõnes uilles/	mieulx congneu aux bonnes villes/
la ou si aucun de dieu par mort	la ou si aucun de dieu par mort
est appelle/ soubdain par ces mar	est appelle/ soubdain par ces mar¬
chãs est demãde/ si pour le corps	chans est demande/ si pour le corps
cõduyre en terre/ on ueult le beau	conduyre en terre/ on veult le beau
drap/ le plus petit/ ou le moyen.	drap/ le plus petit/ ou le moyen.
Pareillemẽt si on ueult la belle	Pareillement si on veult la belle
croix/ ou la moins belle: ⁊ selon	croix/ ou la moins belle: et selon
la sorte fault le payement. En	la sorte fault le payement. En
quoy sont trop abusez pouures	quoy sont trop abusez pouvres
gens: car le tout bien considere/	gens: car le tout bien considere/
tant au mort q̃ a lachepteur lung	tant au mort que a l'achepteur l'ung
uault autant cõme laultre. Du	vault autant comme l'aultre. Du
mort il est certain: car cõbien que	mort il est certain: car combien que
on le saiche fort couurir il na gar	on le saiche fort couvrir il n'a gar¬
de de suer/ ne pour la beaulte du	de de suer/ ne pour la beaulte du
drap se rire ou esmouuoir. Quãt	drap se rire ou esmouvoir. Quant
au pouure fol achepteur/ il est no	au pouvre fol achepteur/ il est no¬
toire: car cõbien quil saiche bien	toire: car combien qu'il saiche bien
payer/ riẽs nen reporte q̃ la ueue/	payer/ riens n'en reporte que la veue/
⁊ sera lendemain poͬ ung aultre	et sera lendemain pour ung aultre
faict le pareil. Ainsi scaiuẽt bien	faict le pareil. Ainsi scaivent bien
ces maistres pillars habillemẽt	ces maistres pillars habillement
desployer ⁊ monstrer/ puis apres	desployer et monstrer/ puis apres
proprement reployer ⁊ remporter	proprement reployer et remporter
leurs tricques ⁊ coquilles.	leurs tricques et coquilles.
Oultre/ nest ce pas habilite/	Oultre/ n'est ce pas habilite/
de scauoir uendre sa marchãdise	de scavoir vendre sa marchandise
plus chiere selon la sorte des ha¬	plus chiere selon la sorte des ha¬
billemens dequoy le marchand	billemens dequoy le marchand
est acoustre? uoire et sans que la	est acoustre? voire et sans que la
marchandise en soit meilleure?	marchandise en soit meilleure?
Telle chose en aultres marchãs	Telle chose en aultres marchans
quẽ ceulx icy iamais ne fut ueue/	qu'en ceulx icy jamais ne fut veue/
⁊ toutesfois sãs cesser ilz le font/	et toutesfois sans cesser ilz le font/
sans que aucunemẽt on y aduise/	sans que aucunement on y advise/
ou que personne y pense.	ou que personne y pense.
Nest pas ie uous demãde la	N'est pas je vous demande la
messe (ainsi quilz parlent) dung	messe (ainsi qu'ilz parlent) d'ung
chanoine plus chiere que dung	chanoine plus chiere que d'ung
uicaire? dung abbe q̃ dung moy¬	vicaire? d'ung abbe que d'ung moy¬
ne? dung euesque q̃ dung doyen?	ne? d'ung evesque que d'ung doyen?
⁊ aĩsi des aultres/ Et toutesfoys	et ainsi des aultres/ Et toutesfoys
ilz disent eulx mesmes q̃ la messe	ilz disent eulx mesmes que la messe
dung meschãt uault autant que	d'ung meschant vault autant que
dung autre/ ce q̃ bien noꝰ croyõs.	d'ung autre/ ce que bien nous croyons.
Parquoy ie leur demande dune	Parquoy je leur demande d'une
mesme marchãdise dõt uiẽt telle	mesme marchandise dont vient telle
diuersite de pris? De respõce nõt	diversite de pris? De responce n'ont
ilz point sinon pour la diuersite	ilz point sinon pour la diversite
dacoustremẽs/ en laquelle chose/	d'acoustremens/ en laquelle chose/
totallemẽt sõt semblables a une	totallement sont semblables a une
ribaude/ laquelle uend sa turpi¬	ribaude/ laquelle vend sa turpi¬
tude plus ou moins chere/ selon	tude plus ou moins chere/ selon
la sorte de ses uestemens. En ce	la sorte de ses vestemens. En ce
passage serõt bien ayses ces gros	passage seront bien ayses ces gros
paillardz/ quand ie les traicte si	paillardz/ quand je les traicte si
doulcement/ de les cõparer seule¬	doulcement/ de les comparer seule¬
ment a une ribaulde/ ⁊ que ie ne	ment a une ribaulde/ et que je ne
les ay pas uoulu cõparer au trai	les ay pas voulu comparer au trai¬
tre Iudas/ ainsi que faict ung de	tre Judas/ ainsi que faict ung de
leur liures nõme/ Stella clerico¬	leur livres nomme/ Stella clerico¬
rum: la ou le beau liure dit en ce¬	rum: la ou le beau livre dit en ce¬
ste maniere. Qui missam cele¬	ste maniere. Qui missam cele¬
brat pro pecunia uidetur mihi di	brat pro pecunia videtur mihi di¬
cere: quid uultis mihi dare/ ⁊ ego	cere: quid vultis mihi dare/ et ego
uobis eum tradã/ cestadire. Qui	vobis eum tradam/ c'est a dire. Qui
celebre messe pour pecune/ il me	celebre messe pour pecune/ il me
semble quil dit. Que me uoulez	semble qu'il dit. Que me voulez
uous dõner ⁊ ie le uous liureray.	vous donner et je le vous livreray.
Uoicy de terribles marchãs qui	Voicy de terribles marchans qui
ainsi marchandẽt de leur dieu. Il	ainsi marchandent de leur dieu. Il
uendẽt dieu ⁊ diable/ rien ne leur	vendent dieu et diable/ rien ne leur
eschappe. Ilz cõiurẽt/ ilz charmẽt	eschappe. Ilz conjurent/ ilz charment
le tẽps/ la gresle la tẽpeste/ bref en	le temps/ la gresle la tempeste/ bref en
toutes choses ilz font rage/ trop	toutes choses ilz font rage/ trop
plus subtilz que Panurge.	plus subtilz que Panurge.
Ilz sont fins ⁊ habiles tant	Ilz sont fins et habiles tant
que de peu ou rien scauent faire	que de peu ou rien scavent faire
leͬ cas/ entre autres choses/ quasi	leur cas/ entre autres choses/ quasi
tous sont marchãs de cire/ mais	tous sont marchans de cire/ mais
sur la terre il ny a apoticaire ne	sur la terre il n'y a apoticaire ne
cirier qͥ en ceste maniere en sceut	cirier qui en ceste maniere en sceut
ouurer/ uiẽdra au tẽple quelque	ouvrer/ viendra au temple quelque
poure sotte/ (nõmez la si uoꝰ uou¬	povre sotte/ (nommez la si vous vou¬
lez deuotte) attacherune chãdelle	lez devotte) attacher une chandelle
cõtre ung pilier. Et mon marchãt	contre ung pilier. Et mon marchant
qui la regarde ⁊ dempoigner ⁊ de	qui la regarde et d'empoigner et de
souffler/ ⁊ pour le pris la reuẽdra	souffler/ et pour le pris la revendra
a ung autre/ qui au lieu mesme la	a ung autre/ qui au lieu mesme la
remettra. Et mon marchant qui	remettra. Et mon marchant qui
faict le guet/ ⁊ dempoigner ⁊ de	faict le guet/ et d'empoigner et de
souffler/ et a ung autre la baille¬	souffler/ et a ung autre la baille¬
ra/ qui bien tost la remettra/ et le	ra/ qui bien tost la remettra/ et le
marchãt dẽpoigner ⁊ de souffler/	marchant d'empoigner et de souffler/
⁊ sans cesser tout le iour ainsi fe¬	et sans cesser tout le jour ainsi fe¬
ra. Parquoy biẽ tost riche se trou	ra. Parquoy bien tost riche se trou
uera/ car comme uous uoyez tout	vera/ car comme vous voyez tout
luy retourne/ argent ⁊ marchan¬	luy retourne/ argent et marchan¬
dise aussi.	dise aussi.
Peu de cire leur faict grand	Peu de cire leur faict grand
bien soyẽt gros marchãs ou me¬	bien soyent gros marchans ou me¬
nus/ car tous communement en	nus/ car tous communement en
usent/ les petis la uendẽt ouuree	usent/ les petis la vendent ouvree
en chãdelles/ mais les plus gros	en chandelles/ mais les plus gros
la uendent par loppins attachee	la vendent par loppins attachee
sur papier/ ou a la queue dung	sur papier/ ou a la queue d'ung
parchemin/ ce que ie dis enten¬	parchemin/ ce que je dis enten¬
dent bien/ a tout le moins offi¬	dent bien/ a tout le moins offi¬
ciaulx/ selleurs/ copistes/ datai¬	ciaulx/ selleurs/ copistes/ datai¬
res/ chicaneurs/ secretaires de	res/ chicaneurs/ secretaires de
abbez/ deuesques/ archeuesques	abbez/ d'evesques/ archevesques
⁊ carpinaulx.	et cardinaulx.
Le grãd galiffre/ ie dis le grãd	Le grand galiffre/ je dis le grand
preuost de ces marchãs/ qui est le	prevost de ces marchans/ qui est le
plus habile de toꝰ tient sa bãcque	plus habile de tous tient sa bancque
a toutes gẽs/ cõuertissant le plõb	a toutes gens/ convertissant le plomb
en or. Onc sur la terre on ne uit	en or. Onc sur la terre on ne vit
tel allrimiste/ qui soubz le plomb	tel alkimiste/ qui soubz le plomb
par luy ⁊ les siens trouuast telle	par luy et les siens trouvast telle
ueine dor. Ce q̃ Panorme le bon	veine d'or. Ce que Panorme le bon
