fermement au sainct euãgile, cest que	fermement au sainct evangile, c’est que
nostre seigneur Iesus est mort pour	nostre seigneur Jesus est mort pour
noz pechez ⁊ est resuscite pour nostre	noz pechez et est resuscite pour nostre
foy en Iesus tous ayẽt plaine remis¬	foy en Jesus tous ayent plaine remis¬
siõ de tous leurs pechez/ crimes/ cas/	sion de tous leurs pechez/ crimes/ cas/
exces quelcõques qͥlz soyẽt, qui peuẽt	exces quelconques qu’ilz soyent, qui pevent
aduenir aux esleuz reseruez ou nõ re¬	advenir aux esleuz reservez ou non re¬
assemblãt/ unissãt/ ⁊ receuãt nostreð	assemblant/ unissant/ et recevant nostredict
sainct pere en sa saincte eglise, cest en¬	sainct pere en sa saincte eglise, c’est en¬
tre les urays membres de Iesus les	tre les vrays membres de Jesus les
adoptant en ses filz ⁊ heretiers/ here¬	adoptant en ses filz et heretiers/ here¬
ioinctz ⁊ unys a Iesus. Et aussi par	joinctz et unys a Jesus. Et aussi par
la uertu de luniõ de la foy/ les faisãt	la vertu de l’union de la foy/ les faisant
participans de lesperit de Iesuchrist	participans de l’esperit de Jesuchrist
son filz, par lequel ilz sont declairez	son filz, par lequel ilz sont declairez
de ceste trespure confrairie du sainct	de ceste tres pure confrairie du sainct
esperit faictz tous ung corps, duquel	esperit faictz tous ung corps, duquel
Iesus est le chief, ⁊ tous les cõfraires	Jesus est le chief, et tous les confraires
sont mẽbres lung de laultre.	sont membres l’ung de l’aultre.
pere, q̃ tous ceulx qͥ nõt este baptisez,	pere, que tous ceulx qui n’ont este baptisez,
qui par uraye foy, cõe dessus est dit,	qui par vraye foy, comme dessus est dit,
uiẽnent a ceste saincte cõfrairie faictz	viennent a ceste saincte confrairie faictz
confraires et membres de Iesuchrist	confraires et membres de Jesuchrist
nent le sainct baptesme, faisans con¬	nent le sainct baptesme, faisans con¬
fession/ protestation/ et profession de	fession/ protestation/ et profession de
uiure ⁊ mourir en la saĩcte foy de Ie¬	vivre et mourir en la saincte foy de Je¬
sus ⁊ estant ses disciples le suyure te¬	sus et estant ses disciples le suyvre te¬
portant la croix/ cest toutes tribula¬	portant la croix/ c’est toutes tribula¬
tions quil plaira a nostre sainct pere	tions qu’il plaira a nostre sainct pere
leur enuoyer. Et ainsi prenãt le saĩct	leur envoyer. Et ainsi prenant le sainct
baptesme ce leur soit uray signe de re¬	baptesme ce leur soit vray signe de re¬
Iesus ⁊ enseuelis auec luy. Et aussi	Jesus et ensevelis avec luy. Et aussi
destre urays confraires ⁊ participãs	d’estre vrays confraires et participans
de tous les biẽs/ graces/ ⁊ priuilieges	de tous les biens/ graces/ et privilieges
qui sont donnez a ceste confrairie ⁊ a	qui sont donnez a ceste confrairie et a
nostre sainct pere, q̃ tous les cõfraires	nostre sainct pere, que tous les confraires
les tiẽnent ⁊ recoiuẽt pour leurs frai¬	les tiennent et recoivent pour leurs frai¬
res ⁊ filz de dieu, ⁊ cõme dit est, here¬	res et filz de dieu, et comme dit est, here¬
tiers de dieu/ heretiers auec Iesus cõe	tiers de dieu/ heretiers avec Jesus comme
¶ Item nostre sainct pere ueult ⁊ or¬	¶ Item nostre sainct pere veult et or¬
donne pour accroistre tousiours les	donne pour accroistre tousjours les
biens de la susdicte saincte confrairie	biens de la susdicte saincte confrairie
⁊ pour plus enflamber les cueurs des	et pour plus enflamber les cueurs des
⁊ amitie, en regardãt le chief de tous	et amitie, en regardant le chief de tous
nostre seigneur Iesus/ lequel a eu la	nostre seigneur Jesus/ lequel a eu la
plus grãde charite, nous aymãt tant	plus grande charite, nous aymant tant
qͥl sest donne soymesmes en redẽptiõ	qu’il s’est donne soymesmes en redemption
fraires cõme membres dung mesme	fraires comme membres d’ung mesme
corps ⁊ cõme estans urayement une	corps et comme estans vrayement une
chose et ung en ceste saincte cõfrairie	chose et ung en ceste saincte confrairie
par uraye foy ⁊ charite, en rẽdãt gra¬	par vraye foy et charite, en rendant gra¬
tous dung accord ⁊ dũg mesme uou¬	tous d’ung accord et d’ung mesme vou¬
loir, uiẽnẽt a la saĩcte table du seigñr	loir, viennent a la saincte table du seigneur
Iesus a sa saincte cene, rõpãs le pain	Jesus a sa saincte cene, rompans le pain
daction de graces, en le prenãt ⁊ par¬	d’action de graces, en le prenant et par¬
et beuans aussi du calice en memoire	et bevans aussi du calice en memoire
de la mort ⁊ passion du seigneur Ie¬	de la mort et passion du seigneur Je¬
sus, qui a donne son corps pour nous	sus, qui a donne son corps pour nous
⁊ a espandu son sang en remission de	et a espandu son sang en remission de
res prenans de ce pain ⁊ beuans de ce	res prenans de ce pain et bevans de ce
calice adnuncent la mort du seigneur	calice adnuncent la mort du seigneur
iusques a ce quil uiengne/ ⁊ par ainsi	jusques a ce qu’il viengne/ et par ainsi
perseuerent en la saincte parolle ⁊ do¬	perseverent en la saincte parolle et do¬
bien en mieulx uiuãs plus puremẽt,	bien en mieulx vivans plus purement,
pourquoy ueult ⁊ ordonne nr̃e sainct	pourquoy veult et ordonne nostre sainct
pere que tous les confraires qui uien	pere que tous les confraires qui vien¬
drõt a ceste saincte cene, ueritablemẽt	dront a ceste saincte cene, veritablement
nant, ⁊ quilz ayent uertu ⁊ puissance	nant, et qu’ilz ayent vertu et puissance
de perseuerer iusques a la fin, ne uou	de perseverer jusques a la fin, ne vou
lant q̃ personne p̃sume en ceste saincte	lant que personne presume en ceste saincte
table faire ou dire aultrement que le	table faire ou dire aultrement que le
nostre seigñr Iesus a ordõne ⁊ insti¬	nostre seigneur Jesus a ordonne et insti¬
tue, ainsi le cõmandant par uertu de	tue, ainsi le commandant par vertu de
saincte obedience ⁊ sus la peine dexcõ	saincte obedience et sus la peine d’excom-
muniemẽt ⁊ de malediction eternelle	muniement et de malediction eternelle
faire le contraire, auoir ouyr lordon¬	faire le contraire, avoir ouyr l’ordon¬
nance de nostre sainct pere.	nance de nostre sainct pere.
¶ Item puis que le sainct baptesme ⁊	¶ Item puis que le sainct baptesme et
la saincte table appartient de droit et	la saincte table appartient de droit et
fraires du sainct esperit, nostre sainct	fraires du sainct esperit, nostre sainct
pere deffend expressement sus peine	pere deffend expressement sus peine
dexcõmunication/ anathematisatiõ/	d’excommunication/ anathematisation/
⁊ de maledictiõ eternelle, que ꝑsonne	et de malediction eternelle, que personne
anathematizant/ mauldisant/ ⁊ excõ	anathematizant/ mauldisant/ et excom¬
muniant toutes aultres professions/	muniant toutes aultres professions/
rigles/ confrairies/ ordres/ religions/	rigles/ confrairies/ ordres/ religions/
⁊ tous entremẽs ⁊ receptiõs dicelles,	et tous entremens et receptions d’icelles,
quel pour sainctete lon faict toucher	quel pour sainctete l’on faict toucher
os/ boys/ ou aultre chose quõ appelle	os/ boys/ ou aultre chose qu’on appelle
reliq̃s auec les barbouteries des preb¬	reliques avec les barbouteries des preb¬
stres ⁊ moines: et aussi tout adiure¬	stres et moines: et aussi tout adjure¬
quon nomme faulsemẽt benite, quon	qu’on nomme faulsement benite, qu’on
prent pour sainctete. Car nostre sainct	prent pour sainctete. Car nostre sainct
pere ne ueult que personne estime/ ne	pere ne veult que personne estime/ ne
croye/ ou pẽse aucune chose auoir sain	croye/ ou pense aucune chose avoir sain¬
de ceste confrairie. Et aussi ne ueult	de ceste confrairie. Et aussi ne veult
que personne soy die ne face semblant	que personne soy die ne face semblant
destre des siens, fors que ainsi que le	d’estre des siens, fors que ainsi que le
souuerain de la saincte confrairie Ie¬	souverain de la saincte confrairie Je¬
mõstre. Si sont declairees ⁊ sentẽcees	monstre. Si sont declairees et sentencees
toutes aultres facons ⁊ obseruatiõs	toutes aultres facons et observations
que celles du seul sauueur Iesus erro	que celles du seul sauveur Jesus erro¬
nees ⁊ hereticques/ ⁊ tous ceulx qͥ en	nees et hereticques/ et tous ceulx qui en
anathematisez cõme hereticques ⁊ er¬	anathematisez comme hereticques et er¬
rans en la foy.	rans en la foy.
¶ Item nostre sainct pere ueult ⁊ or¬	¶ Item nostre sainct pere veult et or¬
donne que tous les cõfraires lesquelz	donne que tous les confraires lesquelz
⁊ par ainsi ont la charite de dieu espã	et par ainsi ont la charite de dieu espan¬
due en leurs cueurs par le sainct espe-	due en leurs cueurs par le sainct espe¬
rit qui leur est donne par ceste union	rit qui leur est donne par ceste union
en estant de ceste noble cõfrairie, quilz	en estant de ceste noble confrairie, qu’ilz
il a ordonne, non point de troutter ca	il a ordonne, non point de troutter ca
ne la allant adorer en Hierusalem/ a	ne la allant adorer en Hierusalem/ a
Romme/ en Galice/ uisitãt les tẽples	Romme/ en Galice/ visitant les temples
materielz/ faisant inclinatiõs ⁊ reue¬	materielz/ faisant inclinations et reve¬
tre chose qui na uie/ sens/ et entende¬	tre chose qui n’a vie/ sens/ et entende¬
ment, les baisant comme lon faict les	ment, les baisant comme l’on faict les
os mortz ⁊ telles choses, en dõnant de	os mortz et telles choses, en donnant de
leurs biens comme les larrons ⁊ bri¬	leurs biens comme les larrons et bri¬
iusques a present, ce que nostre sainct	jusques a present, ce que nostre sainct
pere deffend expressemẽt/ anathema¬	pere deffend expressement/ anathema¬
tisant/ excõmuniãt/ ⁊ dõnant sa ma¬	tisant/ excommuniant/ et donnant sa ma¬
lediction sur ceulx qui le font ⁊ ensei¬	lediction sur ceulx qui le font et ensei¬
laissent ces choses faulses ⁊ uaines,	laissent ces choses faulses et vaines,
prenant ⁊ tenant ce que nostre sainct	prenant et tenant ce que nostre sainct
pere ordõne, estãs urays adorateurs,	pere ordonne, estans vrays adorateurs,
seruans au seul seigñr dieu, ladorant	servans au seul seigneur dieu, l’adorant
stations. Premierement uisitant les	stations. Premierement visitant les
poures qui ont fain/ en distribuant a	povres qui ont fain/ en distribuant a
iceulx de leurs biens selon leur puis¬	iceulx de leurs biens selon leur puis¬
sance ⁊ cõme le sainct esperit duquel	sance et comme le sainct esperit duquel
nant a manger. Semblablemẽt en la	nant a manger. Semblablement en la
statiõ de ceulx qui ont soif, distribuãt	station de ceulx qui ont soif, distribuant
aussi de leurs biens/ leur donnant a	aussi de leurs biens/ leur donnant a
boire. En la station des poures nudz/	boire. En la station des povres nudz/
giers qui nõt lieu pour soy retirer/ les	giers qui n’ont lieu pour soy retirer/ les
logeant. En la station des malades/	logeant. En la station des malades/
les uisitant et consolant. En la sta¬	les visitant et consolant. En la sta¬
tion des poures prisonniers/ les allãt	tion des povres prisonniers/ les allant
par tout de leurs biens comme ilz co¬	par tout de leurs biens comme ilz co¬
gnoissent expedient selon leur puis¬	gnoissent expedient selon leur puis¬
sance, que toutes ces uisitatiõs ⁊ biẽs¬	sance, que toutes ces visitations et biens¬
faictz leur soyent reputez ⁊ cõptez cõe	faictz leur soyent reputez et comptez comme
roy ⁊ seigñr nr̃e sauueur et redẽpteur	roy et seigneur nostre sauveur et redempteur
Iesus, qui poͬ nous est mort. Et cecy	Jesus, qui pour nous est mort. Et cecy
ueult nostre sainct pere uiuemẽt ⁊ en	veult nostre sainct pere vivement et en
uertu estre donne entendre ⁊ expose a	vertu estre donne entendre et expose a
couraige ⁊ ardente affection ilz soyẽt	couraige et ardente affection ilz soyent
enflambez a ayder ⁊ secourir a leurs	enflambez a ayder et secourir a leurs
prochains, ⁊ que autant quilz aymẽt	prochains, et que autant qu’ilz ayment
nostre sauueur Iesus qui pour nous	nostre sauveur Jesus qui pour nous
dautant de grand cueur tant comme	d’autant de grand cueur tant comme
il est possible soyent promps a ayder	il est possible soyent promps a ayder
⁊ secourir a tous en toutes facons qͥlz	et secourir a tous en toutes facons qu’ilz
leur peuẽt ayder de faict ⁊ de parolle	leur pevent ayder de faict et de parolle
ment nostre sainct pere que pour les	ment nostre sainct pere que pour les
grandes graces ⁊ pardõs quil a dõne	grandes graces et pardons qu’il a donne
a tous les cõfraires qͥlz trauaillent a	a tous les confraires qu’ilz travaillent a
uisiter ces belles statiõs, faisãt toute	visiter ces belles stations, faisant toute
ceuant point la grace de nostre sainct	cevant point la grace de nostre sainct
pere en uain mais ouurãs selon ycelle	pere en vain mais ouvrans selon ycelle
en tout bien.	en tout bien.
¶ Item nõobstãt que toutes oeuures	¶ Item nonobstant que toutes oeuvres
stations dessusdictes: car par ycelles	stations dessusdictes: car par ycelles
sont dõne entendre toutes les aultres	sont donne entendre toutes les aultres
bonnes oeuures enuers le prochain/	bonnes oeuvres envers le prochain/
neãtmoins affin que plus plainemẽt	neantmoins affin que plus plainement
ayent pitie des poures captifz ⁊ de-	ayent pitie des povres captifz et de¬
tenuz des infideles qui sont hors de	tenuz des infideles qui sont hors de
ceste cõfrairie, ou qui estans de ladicte	ceste confrairie, ou qui estans de ladicte
cõfrairie ont este surmõtez des enne¬	confrairie ont este surmontez des enne¬
ilz sont mis a rancon, que ung chascũ	ilz sont mis a rancon, que ung chascun
du thresor quilz ont en ces uaisseaulx	du thresor qu’ilz ont en ces vaisseaulx
de terre cõme dieu leur a donne eslar¬	de terre comme dieu leur a donne eslar¬
gissant plainement en admonestant	gissant plainement en admonestant
rolle de dieu le poure captif de sortir	rolle de dieu le povre captif de sortir
hors de captiuite ⁊ de peche, en priant	hors de captivite et de peche, en priant
nostre seigneur pour le poure detenu,	nostre seigneur pour le povre detenu,
⁊ si aucũ des cõfraires na tãt de puis¬	et si aucun des confraires n’a tant de puis¬
puisse tyrer le captif, q̃ par uraye cha¬	puisse tyrer le captif, que par vraye cha¬
rite prẽgne deux ou troys, qui de tout	rite prengne deux ou troys, qui de tout
leur pouoir employẽt tout pour rety¬	leur povoir employent tout pour rety¬
rer le poure captif par saincte admo¬	rer le povre captif par saincte admo¬
que toute la saincte assemblee des con	que toute la saincte assemblee des con¬
fraires qui cõuiennent ⁊ sassemblent	fraires qui conviennent et s’assemblent
ensẽble en soit aduertie, ⁊ tous tachẽt	ensemble en soit advertie, et tous tachent
de leur pouoir ꝑ la parolle de uie re¬	de leur povoir par la parolle de vie re¬
et sil aduient que tout ce ne proffite,	et s’il advient que tout ce ne proffite,
quon le tiẽgne cõme poure prisonnier	qu’on le tiengne comme povre prisonnier
captif ⁊ serf hors de ceste cõfrairie cõ¬	captif et serf hors de ceste confrairie com¬
me infidele, non point quon luy porte	me infidele, non point qu’on luy porte
neste cõe frere. Quãt est de la rancon	neste comme frere. Quant est de la rancon
de la seruitude corporelle elle est con¬	de la servitude corporelle elle est con¬
tenue aux stations comme dessus.	tenue aux stations comme dessus.
Et pourtant que les faulsaires des	Et pourtant que les faulsaires des
ont donne faulx entendre ⁊ ont prins	ont donne faulx entendre et ont prins
largent des poures gens lequel a este	l’argent des povres gens lequel a este
despendu deshõnestemẽt en toute ui¬	despendu deshonnestement en toute vi¬
lainie contre dieu, ⁊ q̃ le poure monde	lainie contre dieu, et que le povre monde
dieu: nostre sainct pere mauldict/ ex¬	dieu: nostre sainct pere mauldict/ ex¬
communie/ et anathematise tous ces	communie/ et anathematise tous ces
faulsaires, uoulant quon dõne pour	faulsaires, voulant qu’on donne pour
rachepter les poures captifz corpo¬	rachepter les povres captifz corpo¬
a ces garnemẽs qui courẽt auec faul¬	a ces garnemens qui courent avec faul¬
ses lettres ⁊ faulx pardons qui nont	ses lettres et faulx pardons qui n’ont
este registrez en la saincte escripture.	este registrez en la saincte escripture.
Ordonnãt nostre sainct pere q̃ ceulx	Ordonnant nostre sainct pere que ceulx
ou aultremẽt a ceulx qui ont necessite	ou aultrement a ceulx qui ont necessite
quilz le facent non point pour auoir	qu’ilz le facent non point pour avoir
grace ne pardõ par leur don ⁊ argẽt,	grace ne pardon par leur don et argent,
car cela est seulemẽt donne par nostre	car cela est seulement donne par nostre
pour lhonneur de nostre sainct pere,	pour l’honneur de nostre sainct pere,
que de sa grace sans nostre argent ne	que de sa grace sans nostre argent ne
chose qui soit en nous, nous pardõne	chose qui soit en nous, nous pardonne
⁊ faict grace.	et faict grace.
sant que tous doyuent estre sainctz et	sant que tous doyvent estre sainctz et
loing de toute ordure ⁊ contaminatiõ	loing de toute ordure et contamination
sans estre souillez en rien soit en boire	sans estre souillez en rien soit en boire
ou manger ou aultre chose qui soit.	ou manger ou aultre chose qui soit.
nature est pecheur/ hord/ immunde/ ⁊	nature est pecheur/ hord/ immunde/ et
maunet/ ⁊ comme mauuais arbre en	maunet/ et comme mauvais arbre en
tout porte mauuais fruict, tellement	tout porte mauvais fruict, tellement
qͥl ne peult de soy penser/ dire/ ne faire	qu’il ne peult de soy penser/ dire/ ne faire
pere de sa plaine puyssance dispense	pere de sa plaine puyssance dispense
auec les confraires ⁊ donne plain po¬	avec les confraires et donne plain po¬
uoir ⁊ congie de licitement ⁊ saincte¬	voir et congie de licitement et saincte¬
ment user en tous temps ⁊ en toutes	ment user en tous temps et en toutes
uiandes/ de tous beurages en les pre	viandes/ de tous bevrages en les pre¬
nant sobrement auec action de graces	nant sobrement avec action de graces
en priant nostre sainct pere. Et quilz	en priant nostre sainct pere. Et qu’ilz
puyssent aussi user de quelque sorte	puyssent aussi user de quelque sorte
hõnestete. Ne uoulãt point nostredict	honnestete. Ne voulant point nostredict
sainct pere que ce qui entre par la bou	sainct pere que ce qui entre par la bou¬
che, ne aussi par plus forte raison les	che, ne aussi par plus forte raison les
abillemens qui touchent au dehors/	abillemens qui touchent au dehors/
nostre sainct pere congie a tous les cõ	nostre sainct pere congie a tous les con¬
fraires de soy marier au nom de luy	fraires de soy marier au nom de luy
en tous temps prenãs telz partis que	en tous temps prenans telz partis que
seront plus propres pour uiure sain¬	seront plus propres pour vivre sain¬
dieu, reserue les degrez qui sont def¬	dieu, reserve les degrez qui sont def¬
fendus. Et ne ueult nostre sainct pe¬	fendus. Et ne veult nostre sainct pe¬
re en cecy estre faicte deffence aux con	re en cecy estre faicte deffence aux con¬
fraires: mais ueult qͥlz leur soit tout	fraires: mais veult qu’ilz leur soit tout
a ceulx quil enuoye pour p̃scher ceste	a ceulx qu’il envoye pour prescher ceste
confrairie du royaulme de dieu, quilz	confrairie du royaulme de dieu, qu’ilz
mangent de ce qui leur est mis deuãt/	mangent de ce qui leur est mis devant/
Et aussi estroictemẽt cõmãde a tous	Et aussi estroictement commande a tous
quelz de sa grace nostre sainct pere na	quelz de sa grace nostre sainct pere n’a
donne le don de cõtinence, quilz se ma	donne le don de continence, qu’ilz se ma¬
rient. Uoulant aussi nostre sainct pe¬	rient. Voulant aussi nostre sainct pe¬
re que tous ceulx ⁊ celles de quelque	re que tous ceulx et celles de quelque
sendent les uiandes cõmandãs quon	fendent les viandes commandans qu’on
sen abstiengne, comme si en usant di¬	s’en abstiengne, comme si en usant d’i¬
celles lon fist contre dieu ⁊ lon pecha:	celles l’on fist contre dieu et l’on pecha:
Et qui aussi deffendent le mariage en	Et qui aussi deffendent le mariage en
personne qui soit, quilz soyent ꝓnun¬	personne qui soit, qu’ilz soyent pronun¬
cez ⁊ declairez ouuertement estre hors	cez et declairez ouvertement estre hors
de la foy mauldictz/ excommuniez/ ⁊	de la foy mauldictz/ excommuniez/ et
anathematisez/ hereticques/ scismati¬	anathematisez/ hereticques/ scismati¬
derreur, et tenans doctrines des dia¬	d’erreur, et tenans doctrines des dia¬
bles. Commandant a tous les publi¬	bles. Commandant a tous les publi¬
cateurs de ces grãs pardons que telz	cateurs de ces grans pardons que telz
les annũcent ⁊ declairẽt de lauctorite	les annuncent et declairent de l’auctorite
de soy retyrer au sainct siege diuin de¬	de soy retyrer au sainct siege divin de¬
sistant de leurs folz propos, deman¬	sistant de leurs folz propos, deman¬
dant humblemẽt absolution au nom	dant humblement absolution au nom
de nostre seigneur Iesus, et elle leur	de nostre seigneur Jesus, et elle leur
pere que personne ne presume mettre	pere que personne ne presume mettre
aucune charge sus les ames des con¬	aucune charge sus les ames des con¬
fraires de ceste saincte cõfrairie, ⁊ que	fraires de ceste saincte confrairie, et que
les cõfraires aussi ne la prẽgnẽt poĩt:	les confraires aussi ne la prengnent point:
rain de la cõfrairie nostre bon redem¬	rain de la confrairie nostre bon redem¬
pteur Iesus, lequel nostre sainct pere	pteur Jesus, lequel nostre sainct pere
cõmande estre ouy ⁊ son sainct euan¬	commande estre ouy et son sainct evan¬
gile estre tenu ⁊ fermement creu.	gile estre tenu et fermement creu.
que toutes aultres cõfrairies/ frater¬	que toutes aultres confrairies/ frater¬
nitez/ sodalitez/ associations/ reigles/	nitez/ sodalitez/ associations/ reigles/
ordres/ ⁊ toutes institutions auec les	ordres/ et toutes institutions avec les
graces q̃ ceulx qui les tiẽnent se uan¬	graces que ceulx qui les tiennent se van¬
ces/ ⁊ pardons quon leur attribue/ et	ces/ et pardons qu’on leur attribue/ et
brief tout qui simplement ⁊ puremẽt	brief tout qui simplement et purement
nest de ceste tressaincte confrairie ⁊ ꝓ¬	n’est de ceste tres saincte confrairie et pro¬
prement donne a ycelle tout est repu¬	prement donne a ycelle tout est repu¬
auancement/ ⁊ accroissement aux gra	avancement/ et accroissement aux gra¬
ces/ priuileges/ pardons/ ⁊ indulgen¬	ces/ privileges/ pardons/ et indulgen¬
ces de la presente confrairie. Pourtãt	ces de la presente confrairie. Pourtant
nostre sainct pere par meure delibera¬	nostre sainct pere par meure delibera¬
torite a donne ⁊ dõne sa censure ⁊ ma	torite a donne et donne sa censure et ma¬
lediction grandemẽt a craindre ⁊ in¬	lediction grandement a craindre et in¬
euitable/ ⁊ mauldit/ anathematise/ ex	evitable/ et mauldit/ anathematise/ ex¬
cõmunie de malediction eternelle cõ¬	communie de malediction eternelle com¬
tion quon doibt publier en la cene de	tion qu’on doibt publier en la cene de
nostre seigneur est plainement cõtenu	nostre seigneur est plainement contenu
et declaire, chassant tous hors de la	et declaire, chassant tous hors de la
