cun doibt retirer derreur ⁊ mẽsonge	cun doibt retirer d’erreur et mensonge
son prochain/ autãt quil peult sans	son prochain/ autant qu’il peult sans
en Ezechiel: Si tu ne annonce a	en Ezechiel: Si tu ne annonce a
ie requerray son sang de ta main.	je requerray son sang de ta main.
Et pourtant le sainct homme Iob	Et pourtant le sainct homme Job
diligence instruisoit ⁊ enseignoit les	diligence instruisoit et enseignoit les
luy mesme tesmoigne/ disant: Ie ay	luy mesme tesmoigne/ disant: Je ay
este loeil a laueugle. A ceste cause	este l’oeil a l’aveugle. A ceste cause
grãdes tenebres qui sont/ ⁊ ia de lõg	grandes tenebres qui sont/ et ja de long
terre/ Iay este esmeu par bõne affe¬	terre/ J’ay este esmeu par bonne affe¬
ction de cõposer ⁊ rediger en escript	ction de composer et rediger en escript
portables abuz de la Messe. Lesq̃lz	portables abuz de la Messe. Lesquelz
chez par toꝰ les lieux publicq̃s de la	chez par tous les lieux publicques de la
terre: affin que icelle faulsete/ laq̃lle	terre: affin que icelle faulsete/ laquelle
chee/ soit dũg chascun entẽdue ⁊ am¬	chee/ soit d’ung chascun entendue et am¬
corde de Dieu on y puisse aduiser ⁊	corde de Dieu on y puisse adviser et
entierement remedier. Par cela desi¬	entierement remedier. Par cela desi¬
presence ie ne puis faire: car par tous	presence je ne puis faire: car par tous
pour la maintenãce ⁊ publicatiõ de	pour la maintenance et publication de
uerite iusque a la mort se exposer ⁊	verite jusque a la mort se exposer et
tendu auoir este mis et attachez en	tendu avoir este mis et attachez en
aduertissement a tout le monde/ de	advertissement a tout le monde/ de
auoir aduis a cela/ ⁊ tresfort le consi	avoir advis a cela/ et tres fort le consi¬
il a este tousiours experimente)	il a este tousjours experimente)
fice deuroiẽt inciter le paoure peuple	fice devroient inciter le paovre peuple
a tout bien ⁊ cõgnoissance de uerite/	a tout bien et congnoissance de verite/
empeschent/ procurans ⁊ esmouuãs	empeschent/ procurans et esmouvans
cutions/ noises/ et turbations/ pour	cutions/ noises/ et turbations/ pour
empescher ⁊ suffoquer tout cela qui	empescher et suffoquer tout cela qui
nes ⁊ Iambres resisterent a Moyse.	nes et Jambres resisterent a Moyse.
mes corrompuz dentendement/ re¬	mes corrompuz d’entendement/ re¬
prouuez enuers la foy. Lesquelz tou	prouvez envers la foy. Lesquelz tou¬
me dit le sainct Apostre/ leur insipiẽ¬	me dit le sainct Apostre/ leur insipien¬
il dict insipience. Car ueritablement	il dict insipience. Car veritablement
leur ignorãce est si merueilleuse/ que	leur ignorance est si merveilleuse/ que
aueugles/ et (cõme dict Iesuchrist)	aveugles/ et (comme dict Jesuchrist)
les gẽs Isaye parle en ceste maniere.	les gens Isaye parle en ceste maniere.
Les cõducteurs du peuple sont tous	Les conducteurs du peuple sont tous
Auquel passage il est bien euidẽt	Auquel passage il est bien evident
des moindres: mais de ceulx qui sõt	des moindres: mais de ceulx qui sont
constituez en dignite/ et estimez du	constituez en dignite/ et estimez du
la clef de science ⁊ ny entrent point/	la clef de science et n’y entrent point/
ceulx qui desyrent y entrer.	ceulx qui desyrent y entrer.
De cecy nous auons maintenant	De cecy nous avons maintenant
de Paris: lesquelz ont deffendu que	de Paris: lesquelz ont deffendu que
leurs actes le Grec ou Ebrieu/ sur	leurs actes le Grec ou Ebrieu/ sur
grosse peine par eulx ordonnee. En	grosse peine par eulx ordonnee. En
mys de toutes bonnes lettres: ainsi	mys de toutes bonnes lettres: ainsi
ilz desirent ⁊ ueullent estre ueuz les	ilz desirent et veullent estre veuz les
plus grans ⁊ plus scauans. Comme	plus grans et plus scavans. Comme
ignorante barbarie: mesme en leurs	ignorante barbarie: mesme en leurs
appostez pour frapper ⁊ faire bruict	appostez pour frapper et faire bruict
se il aduient que le arguant suyue ⁊	se il advient que le arguant suyve et
de irrision ⁊ pure mocquerie.	de irrision et pure mocquerie.
uãt/ insiste fort a la saĩcte escripture/	vant/ insiste fort a la saincte escripture/
ainsi que ung chascun deuroit faire/	ainsi que ung chascun devroit faire/
sonne: a tout le moins a force de	sonne: a tout le moins a force de
ilz: affin que uerite ne soit clairemẽt	ilz: affin que verite ne soit clairement
entendue des assistans: car autre rai	entendue des assistans: car autre rai¬
Dauãtage ie leur demanderoye	Davantage je leur demanderoye
⁊ disputations publicq̃s par cy auãt	et disputations publicques par cy avant
faictes/ quantes bõnes ⁊ chrestiẽnes	faictes/ quantes bonnes et chrestiennes
mais/ toutesfoys ilz auoiẽt este pre¬	mais/ toutesfoys ilz avoient este pre¬
Roys/ pour simplement ⁊ purement	Roys/ pour simplement et purement
declairer la saincte parolle de Dieu/	declairer la saincte parolle de Dieu/
leͬs songes/ apres Aristote/ ⁊ autres	leurs songes/ apres Aristote/ et autres
abandõnans Iesuchrist. Parquoy	abandonnans Jesuchrist. Parquoy
deuroient estre totallement deiectez/	devroient estre totallement dejectez/
deuoir ⁊ office.	devoir et office.
ple: nest ce pas trop empesche/ ⁊ reti¬	ple: n’est ce pas trop empesche/ et reti¬
re les paoures ames rachaptees du	re les paovres ames rachaptees du
gnoissance de la pure ⁊ saincte uerite	gnoissance de la pure et saincte verite
il est prohibe ⁊ deffendu/ de ne auoir	il est prohibe et deffendu/ de ne avoir
aucũs liures en langaige uulgaire/	aucuns livres en langaige vulgaire/
est cõcede en auoir: mais quilz soyẽt	est concede en avoir: mais qu’ilz soyent
songes: et bien souuent dinfection et	songes: et bien souvent d’infection et
paillardise.	paillardise.
table et dur iugement sera faict sur	table et dur jugement sera faict sur
si ung Roy mortel ueult estre obey/	si ung Roy mortel veult estre obey/
que dira on du Roy Eternel? Et ie	que dira on du Roy Eternel? Et je
cõmande aucune chose pour estre pu	commande aucune chose pour estre pu¬
superbe/ ou presumptueux temerai¬	superbe/ ou presumptueux temerai¬
re/ le tout rẽuerser: et faire que iceluy	re/ le tout renverser: et faire que iceluy
du peuple. Ascauoir si le prince en se¬	du peuple. A scavoir si le prince en se¬
nition? Ueritablemẽt si feroit/ et fi¬	nition? Veritablement si feroit/ et fi¬
nablement seroit amplement mani¬	nablement seroit amplement mani¬
ou non les rebelles fauldra il que la	ou non les rebelles fauldra il que la
beau contredire/ on a beau tuer/ em¬	beau contredire/ on a beau tuer/ em¬
pescher/ meurtrir/ ⁊ brusler. Le con¬	pescher/ meurtrir/ et brusler. Le con¬
esleu les choses basses et infirmes/	esleu les choses basses et infirmes/
fortes: affin que toute gloire soit a	fortes: affin que toute gloire soit a
luy seul/ ⁊ q̃ nulle chair ne se uienne	luy seul/ et que nulle chair ne se vienne
A ceste cause: en la confidence du	A ceste cause: en la confidence du
aucuns pointz de la saincte Eucha¬	aucuns pointz de la saincte Eucha¬
ristie/ ⁊ cela faire en langaige mater¬	ristie/ et cela faire en langaige mater¬
ligence des moindres. Le tout sub¬	ligence des moindres. Le tout sub¬
ment de la saincte parolle de Dieu/	ment de la saincte parolle de Dieu/
par laquelle il fault que telle matie¬	par laquelle il fault que telle matie¬
nõ pas par la uolunte ou raison hu¬	non pas par la volunte ou raison hu¬
dhõmes: autremẽt ce ne seroit point	d’hommes: autrement ce ne seroit point
chose qui fust purement de Dieu/ le¬	chose qui fust purement de Dieu/ le¬
tost seroit de lhomme/ qui de soy nest	tost seroit de l’homme/ qui de soy n’est
D	D¬
Onc pour le p̃mier poĩt	Onc pour le premier point
ceste matiere/ on a trop	ceste matiere/ on a trop
a tout fidele chrestien/ il est necessaire	a tout fidele chrestien/ il est necessaire
de congnoistre ⁊ scauoir: mettãt cela	de congnoistre et scavoir: mettant cela
Seigneur ⁊ seul sauueur Iesuchrist/	Seigneur et seul sauveur Jesuchrist/
nellement ordonne de Dieu: non se¬	nellement ordonne de Dieu: non se¬
lon lordre de Aharon: mais selon lor	lon l’ordre de Aharon: mais selon l’or¬
grand/ et plus parfaict que Moyse q̃	grand/ et plus parfaict que Moyse que
nom de seruiteur/ a offert ⁊ donne en	nom de serviteur/ a offert et donne en
sacrifice tresparfaict soy mesme/ cest	sacrifice tres parfaict soy mesme/ c’est
pour nostre salut ⁊ redemption. Par	pour nostre salut et redemption. Par
admirable/ ⁊ misericordieux sacrifi¬	admirable/ et misericordieux sacrifi¬
ce/ il a euacue tout autre sacrifice ui¬	ce/ il a evacue tout autre sacrifice vi¬
sacrificateurs/ des Leuites/ et ceulx	sacrificateurs/ des Levites/ et ceulx
temple materiel/ a este par cestuy cy	temple materiel/ a este par cestuy cy
du tout aboly et destruict/ sans que	du tout aboly et destruict/ sans que
uisible soit demoure: cõme cy apres	visible soit demoure: comme cy apres
desquelles choses par sa sapience et	desquelles choses par sa sapience et
bonte/ a ordonne sa saincte table/ sa	bonte/ a ordonne sa saincte table/ sa
est le pain de actiõ de graces/ en me¬	est le pain de action de graces/ en me¬
ble ⁊ inestimable charite/ par laquel¬	ble et inestimable charite/ par laquel¬
le il sest baille uoluntairement a la	le il s’est baille voluntairement a la
ty/ ⁊ remply dopprobre ⁊ confusion/	ty/ et remply d’opprobre et confusion/
tion/ nous admõnestant que de cela	tion/ nous admonnestant que de cela
eussions tousiours memoire/ aymãs	eussions tousjours memoire/ aymans
Et toutesfoys par grosse inaduer	Et toutesfoys par grosse inadver¬
dauoir tresbien regarde ainsi que il	d’avoir tres bien regarde ainsi que il
appartiẽt aux sainctes escriptures/	appartient aux sainctes escriptures/
sion/ on a de icelle saĩcte eucharistie/	sion/ on a de icelle saincte eucharistie/
donnãce de Iesuchrist/ afferme/ don	donnance de Jesuchrist/ afferme/ don¬
ne entendre ⁊ enseigne que cest ung	ne entendre et enseigne que c’est ung
a Dieu/ comme celuy de Abraham/	a Dieu/ comme celuy de Abraham/
tant pour les uiuans que pour les	tant pour les vivans que pour les
trespassez/ qui nest autre chose/ sinon	trespassez/ qui n’est autre chose/ sinon
christ estre inefficax/ insuffisant/ et	christ estre inefficax/ insuffisant/ et
lemẽt dire/ mais aussi penser est une	lement dire/ mais aussi penser est une
horrible ingratitude/ ung terrible ⁊	horrible ingratitude/ ung terrible et
il appert: Car ie demande si le sa¬	il appert: Car je demande si le sa¬
parfaict/ pour le salut des eufans de	parfaict/ pour le salut des enfans de
Dieu. Sil est du tout parfaict/ il ne	Dieu. S’il est du tout parfaict/ il ne
auec Iesuchrist/ pour estre ses com¬	avec Jesuchrist/ pour estre ses com¬
parfaict/ q̃lle chose plus oultrageuse	parfaict/ quelle chose plus oultrageuse
pourroit on dire contre iceluy nostre	pourroit on dire contre iceluy nostre
grand mesprisement dung si grand	grand mesprisement d’ung si grand
renõcement dicelle tant saincte mort	renoncement d’icelle tant saincte mort
⁊ angoisseuse passion: Ce que par la	et angoisseuse passion: Ce que par la
Au septiesme chapitre de lepistre	Au septiesme chapitre de l’epistre
christ entre autres choses il est ainsi	christ entre autres choses il est ainsi
escript: Il estoit conuenable que	escript: Il estoit convenable que
innocent/ sans macule/ separe des pe	innocent/ sans macule/ separe des pe¬
Lequel na point necessite (cõme les	Lequel n’a point necessite (comme les
prebstres) offrir tous les iours sa¬	prebstres) offrir tous les jours sa¬
puis apres pour ceulx du peuple.	puis apres pour ceulx du peuple.
Notamment le sainct apostre dict/ en	Notamment le sainct apostre dict/ en
se offrant une fois: car iamais telle	se offrant une fois: car jamais telle
mais comme plainemẽt suffisante et	mais comme plainement suffisante et
fy ⁊ satisfaict pour une fois.	fy et satisfaict pour une fois.
Au neufiesme chapitre dicelle mes	Au neufiesme chapitre d’icelle mes¬
euesque des biens aduenir/ est uenu	evesque des biens advenir/ est venu
plus parfaict tabernacle/ non point	plus parfaict tabernacle/ non point
faict de la main: cest adire/ nõ point	faict de la main: c’est a dire/ non point
de boucz ou de ueaulx: mais par son	de boucz ou de veaulx: mais par son
ctuaires/ ⁊ a trouue redemptiõ eter¬	ctuaires/ et a trouve redemption eter¬
nelle.	nelle.
se estre presente une fois/ Redẽption	se estre presente une fois/ Redemption
quoy il est bien euident q̃ pour nostre	quoy il est bien evident que pour nostre
redemption/ ne auons point besoing	redemption/ ne avons point besoing
crifians pour nous iournellement/	crifians pour nous journellement/
si nous ne uoulons renõcer a lobla¬	si nous ne voulons renoncer a l’obla¬
tion de Iesuchrist: ou reputer icelle	tion de Jesuchrist: ou reputer icelle
feste par le texte diceluy mesme cha¬	feste par le texte d’iceluy mesme cha¬
Iesus nest point entre aux sãctuai¬	Jesus n’est point entre aux sanctuai¬
res faictz des mains/ figures des	res faictz des mains/ figures des
maintenãt il apparoisse pour nous	maintenant il apparoisse pour nous
affin quil se offre souuentesfois/ au¬	affin qu’il se offre souventes fois/ au¬
trement (dict il par apres) il luy eut	trement (dict il par apres) il luy eut
le commencement du monde. Mais	le commencement du monde. Mais
siecles: cest adire au dernier temps/	siecles: c’est a dire au dernier temps/
il est apparu une foys par son sacri¬	il est apparu une foys par son sacri¬
ainsi quil est ordonne aux hommes	ainsi qu’il est ordonne aux hommes
gemẽt: ainsi aussi Christ a este offert	gement: ainsi aussi Christ a este offert
une foys/ pour abolir les pechez de	une foys/ pour abolir les pechez de
Uoicy certes ung texte fort ex¬	Voicy certes ung texte fort ex¬
christ ne se offre point souuẽtesfois/	christ ne se offre point souventes fois/
autrement luy fauldroit mourir plu	autrement luy fauldroit mourir plu¬
estre offert a son pere/ cest tout ung.	estre offert a son pere/ c’est tout ung.
iamais ne sera sacrifie/ ⁊ iamais en	jamais ne sera sacrifie/ et jamais en
sacrifice ne se offrira. Dõc il sensuyt	sacrifice ne se offrira. Donc il s’ensuyt
poĩt offrir ⁊ sacrifier: Car si luy mes¬	point offrir et sacrifier: Car si luy mes¬
offrir? Sur quoy il cõuient expresse¬	offrir? Sur quoy il convient expresse¬
ment noter que toute chose sacrifiee	ment noter que toute chose sacrifiee
ou equale au sacrificateur. Ie dis	ou equale au sacrificateur. Je dis
iamais furent offers en la loy/ cõe il	jamais furent offers en la loy/ come il
appert de ueaulx/ daigneaulx/ doy¬	appert de veaulx/ d’aigneaulx/ d’oy¬
lesquelles du tout estoiẽt inferieures	lesquelles du tout estoient inferieures
il fut cõmande a Abraham quil sa¬	il fut commande a Abraham qu’il sa¬
crifiast son filz Isaac au Seigneur:	crifiast son filz Isaac au Seigneur:
equale poͬ le sacrifice de Iesuchrist/	equale pour le sacrifice de Jesuchrist/
son pere: a cause quil ny auoit crea¬	son pere: a cause qu’il n’y avoit crea¬
ture ne au ciel ne en la terre/ a iceluy	ture ne au ciel ne en la terre/ a iceluy
tel sacrifice. Parquoy il a conuenu	tel sacrifice. Parquoy il a convenu
crifie/ par lordonnance de son pere:	crifie/ par l’ordonnance de son pere:
comme luy mesme a dict/ Sicut man¬	comme luy mesme a dict/ Sicut man¬
dire/ ainsi que mon pere ma donne le	dire/ ainsi que mon pere m’a donne le
tenant ie demãde a tout hõme qui se	tenant je demande a tout homme qui se
dict sacrificateur/ ⁊ qui uient affer¬	dict sacrificateur/ et qui vient affer¬
a Dieu son pere: sil est equal/ infe¬	a Dieu son pere: s’il est equal/ infe¬
De se dire superieur ou equal/ il ne	De se dire superieur ou equal/ il ne
oseroit: Reste dõc qͥl soit inferieur.	oseroit: Reste donc qu’il soit inferieur.
ne le peult par sacrifice presenter. Et	ne le peult par sacrifice presenter. Et
crifice: ou il fault conceder que Iesu¬	crifice: ou il fault conceder que Jesu¬
christ ny est point/ qͥ est matiere pour	christ n’y est point/ qui est matiere pour
chose quil responde tousiours par sa	chose qu’il responde tousjours par sa
cu: car il fault cõbien quil tarde/ que	cu: car il fault combien qu’il tarde/ que
faulsete se destruise soy mesme/ ou q̃	faulsete se destruise soy mesme/ ou que
Et ne fault point dire que le sacri	Et ne fault point dire que le sacri¬
memoire de ce premier sacrifice: car	memoire de ce premier sacrifice: car
memoire de sacrifice nest point sacri¬	memoire de sacrifice n’est point sacri¬
que tous noz sacrificateurs qui font	que tous noz sacrificateurs qui font
⁊ font sacrifice pour les uifz ⁊ pour	et font sacrifice pour les vifz et pour
les mortz/ uoire ⁊ encore (qͥ plus est)	les mortz/ voire et encore (qui plus est)
plaist choisir ⁊ nõmer. En quoy trop	plaist choisir et nommer. En quoy trop
sont abusez/ ou abuseurs. Car pour	sont abusez/ ou abuseurs. Car pour
certain depuis la mort de Iesuchrist	certain depuis la mort de Jesuchrist
des sacrificateurs est expire.	des sacrificateurs est expire.
il fault considerer le .x. chap̃. dicelle	il fault considerer le .x. chapitre d’icelle
mesme epistre/ la ou quasi par tout	mesme epistre/ la ou quasi par tout
de Iesuchrist/ Leq̃l a mis fin a tous	de Jesuchrist/ Lequel a mis fin a tous
uisible soit demoure. Et entre au¬	visible soit demoure. Et entre au¬
tres choses il est ainsi dict en la per¬	tres choses il est ainsi dict en la per¬
affin sire dieu que ie face ta uolunte.	affin sire dieu que je face ta volunte.
nous sõmes sanctifiez par loblation	nous sommes sanctifiez par l’oblation
une foys faicte du corps de Christ.	une foys faicte du corps de Christ.
tion il a parfaict eternellement les	tion il a parfaict eternellement les
testifie: car apres il dict/ Ie nauray	testifie: car apres il dict/ Je n’auray
plus souuenãce de leurs pechez/ ⁊ de	plus souvenance de leurs pechez/ et de
sion dicelles/ il ny a plus doblation	sion d’icelles/ il n’y a plus d’oblation
Et affin que excuse de ignorance	Et affin que excuse de ignorance
ne soit en nous/ considerons que ces	ne soit en nous/ considerons que ces
ont dict/ que bien uray est Iesuchrist	ont dict/ que bien vray est Jesuchrist
principallemẽt pour le peche de Adã	principallement pour le peche de Adam
⁊ (ainsi quilz parlent) pour le peche	et (ainsi qu’ilz parlent) pour le peche
les pechez que actuellement nous cõ	les pechez que actuellement nous com¬
tre chose/ sinõ dire ⁊ blasphemer/ que	tre chose/ sinon dire et blasphemer/ que
nostre seigneur Iesuchrist na point	nostre seigneur Jesuchrist n’a point
demption. Et pourtant ainsi quilz	demption. Et pourtant ainsi qu’ilz
Iesuchrist pour luy ayder a faire nr̃e	Jesuchrist pour luy ayder a faire notre
redemption/ ⁊ que ilz fussent noz re¬	redemption/ et que ilz fussent noz re¬
Messe sacrifice pour la remission de	Messe sacrifice pour la remission de
audace/ ⁊ trop malheureuse arrogã¬	audace/ et trop malheureuse arrogan¬
ce. Poͬ laquelle assommer ⁊ abbatre	ce. Pour laquelle assommer et abbatre
est dict en ceste maniere: Si nous pe	est dict en ceste maniere: Si nous pe¬
receu congnoissance de uerite/ il ne	receu congnoissance de verite/ il ne
nous est plus laisse sacrifice pour les	nous est plus laisse sacrifice pour les
Lesquelles parolles sont si claires	Lesquelles parolles sont si claires
pourroit assez esmerueiller comment	pourroit assez esmerveiller comment
le monde a este si aueugle ⁊ deceu/ de	le monde a este si aveugle et deceu/ de
crifier ⁊ presenter aucun sacrifice ui¬	crifier et presenter aucun sacrifice vi¬
pour noz pechez: attendu que si con¬	pour noz pechez: attendu que si con¬
stammẽt/ si puissammẽt/ tãt de foys	stamment/ si puissamment/ tant de foys
ferme et dict: que il ny a plus aucun	ferme et dict: que il n’y a plus aucun
Iesuchrist ne fault attendre aucun	Jesuchrist ne fault attendre aucun
autre sacrificateur: mais il a faillu ⁊	autre sacrificateur: mais il a faillu et
luy ⁊ ses ministres ayt seduict le mõ¬	luy et ses ministres ayt seduict le mon¬
predict et prophetize/ que tout deuoit	predict et prophetize/ que tout devoit
estre ainsi perdu ⁊ gaste. Et tout poͬ	estre ainsi perdu et gaste. Et tout pour
gloire/ ⁊ magnificence du souuerain	gloire/ et magnificence du souverain
parolle/ par lesperit de sa bouche (il	parolle/ par l’esperit de sa bouche (il
ne dict poĩt par miracles/ ou par for¬	ne dict point par miracles/ ou par for¬
nera ⁊ abbatra le regne de ses enne¬	nera et abbatra le regne de ses enne¬
monde/ denfer/ ⁊ de Satan.	monde/ d’enfer/ et de Satan.
Las ne a ce pas este grosse misere	Las ne a ce pas este grosse misere
prealleguez/ de les auoir ainsi cõtem	prealleguez/ de les avoir ainsi contem¬
ment y auoir aduise? sans iamais	ment y avoir advise? sans jamais
auoir uoulu cõsiderer/ q̃ il y a grãde	avoir voulu considerer/ que il y a grande
Car quand nous offrons sacrifice a	Car quand nous offrons sacrifice a
Par quoy tl est bien euidẽt/ que quãd	Par quoy il est bien evident/ que quand
nous prenons ⁊ receuõs de luy aucu	nous prenons et recevons de luy aucu¬
mais liberalle donation et pure mi¬	mais liberalle donation et pure mi¬
Et qui peult estre donc si aueugle	Et qui peult estre donc si aveugle
qui ne uoit icy clairement que par	qui ne voit icy clairement que par
la mort du testateur/ ꝑ grãd amour	la mort du testateur/ par grand amour
Saĩct Luc le touche au uif/ quãd il	Sainct Luc le touche au vif/ quand il
escript en ceste maniere: Ce calice/ est	escript en ceste maniere: Ce calice/ est
qui sera espandu pour uous. A ceste	qui sera espandu pour vous. A ceste
oubliãce (affin que ne dye ingratitu	oubliance (affin que ne dye ingratitu¬
de) une telle donation/ qui est grace	de) une telle donation/ qui est grace
ger en sacrifice.	ger en sacrifice.
sons ce que dict S. Paul/ ⁊ croyons	sons ce que dict Sainct Paul/ et croyons
a son diuin conseil/ quand il dict:	a son divin conseil/ quand il dict:
misericorde de Dieu/ q̃ uous offrez	misericorde de Dieu/ que vous offrez
plaisãt a Dieu ⁊c. A tel sacrifice noꝰ	plaisant a Dieu etc. A tel sacrifice nous
sommes tous ordonnez de Dieu/	sommes tous ordonnez de Dieu/
rechef luy offrir son filz en sacrifice.	rechef luy offrir son filz en sacrifice.
sõmes trop indignes/ cõme dict est:	sommes trop indignes/ comme dict est:
Parquoy luy mesme sest offert pour	Parquoy luy mesme s’est offert pour
quelle oblation pour tout temps est	quelle oblation pour tout temps est
il la fauldroit reiterer ⁊ ꝑfaire/ pour	il la fauldroit reiterer et parfaire/ pour
tant quelle seroit imparfaicte: ou cer	tant quelle seroit imparfaicte: ou cer¬
Ce que par efficax argumẽt de lescri	Ce que par efficax argument de l’escri¬
En lepistre aux Ebrieux par plu	En l’epistre aux Ebrieux par plu¬
sieurs argumens il est conclud/ que	sieurs argumens il est conclud/ que
failloit ordonner ung autre. Et par	failloit ordonner ung autre. Et par
tre/ ⁊ ainsi consequãment iusque a	tre/ et ainsi consequamment jusque a
ce quil en soit uenu ung totallemẽt	ce qu’il en soit venu ung totallement
teur Iesuchrist/ lequel tousiours as¬	teur Jesuchrist/ lequel tousjours as¬
Semblablemẽt pour limꝑfection	Semblablement pour l’imperfection
des sacrifices de lanciẽne loy/ failloit	des sacrifices de l’ancienne loy/ failloit
ce quil en ayt este offert ung/ du tout	ce qu’il en ayt este offert ung/ du tout
reiterer. Lequel tressainct ⁊ trespar¬	reiterer. Lequel tres sainct et tres par¬
faict sacrifice/ a este faict par nostre	faict sacrifice/ a este faict par nostre
qui se est offert soymesme en sacrifice	qui se est offert soy mesme en sacrifice
meilleure ou aussi bonne ne eust sceu	meilleure ou aussi bonne ne eust sceu
trouuer apres Dieu. Tout cecy est	trouver apres Dieu. Tout cecy est
x. chap̃. dicelle epistre.	x. chapitre d’icelle epistre.
tous sacrificateͬs si leur sacrifice est	tous sacrificateurs si leur sacrifice est
parfaict ou imparfaict. Se il est im¬	parfaict ou imparfaict. Se il est im¬
le paoure mõde en uendãt une chose	le paovre monde en vendant une chose
a quoy le fault il ainsi iournellemẽt	a quoy le fault il ainsi journellement
reiterer/ ⁊ tant souuẽt a millions re¬	reiterer/ et tant souvent a millions re¬
Mettez uous en auãt paoures sa	Mettez vous en avant paovres sa¬
de respondre/ respondez. Car uolun¬	de respondre/ respondez. Car volun¬
tiers ie orray sur cecy uostre respõse/	tiers je orray sur cecy vostre response/
produirez.	produirez.
tãt appertes ⁊ manifestes/ que tout	tant appertes et manifestes/ que tout
homme doibt auoir honte dy contre¬	homme doibt avoir honte d’y contre¬
leur cas/ maintenant disent que pro¬	leur cas/ maintenant disent que pro¬
fie: mais seullement ont offert sacri¬	fie: mais seullement ont offert sacri¬
fice de louenge: qui est appertement	fice de louenge: qui est appertement
lequel ilz nõment ⁊ appellẽt ce pain	lequel ilz nomment et appellent ce pain
que ilz disent sacramentales) sainct	que ilz disent sacramentales) sainct
sacrifice/ saincte oblation presentee ⁊	sacrifice/ saincte oblation presentee et
Abel ⁊ Abraham. Et cõmunement	Abel et Abraham. Et communement
sacrifice ⁊ telles manieres de noms.	sacrifice et telles manieres de noms.
sacrifice de louenge/ il ne fault ne	sacrifice de louenge/ il ne fault ne
